[39, 77, 198, 87, 43, 27, 25, 23]
1.82[36, 79, 148, 95, 43, 26, 21, 24]
1.82[36, 79, 148, 95, 43, 26, 21, 24]
1.82[36, 79, 148, 95, 43, 26, 21, 24]
1.82[36, 79, 148, 95, 43, 26, 21, 24]
1.82[40, 81, 252, 91, 40, 28, 24, 27]
1.84[40, 81, 252, 91, 40, 28, 24, 27]
1.84[40, 81, 252, 91, 40, 28, 24, 27]
1.84[40, 81, 252, 91, 40, 28, 24, 27]
1.84[40, 81, 252, 91, 40, 28, 24, 27]
1.84[40, 81, 252, 91, 40, 28, 24, 27]
1.84[40, 81, 252, 91, 40, 28, 24, 27]
1.84[40, 81, 252, 91, 40, 28, 24, 27]
1.84[42, 86, 262, 94, 37, 26, 25, 25]
1.86[42, 86, 262, 94, 37, 26, 25, 25]
1.86[42, 86, 262, 94, 37, 26, 25, 25]
1.86[42, 86, 262, 94, 37, 26, 25, 25]
1.86[42, 86, 262, 94, 37, 26, 25, 25]
1.86[42, 86, 262, 94, 37, 26, 25, 25]
1.86[42, 86, 262, 94, 37, 26, 25, 25]
1.86[42, 86, 262, 94, 37, 26, 25, 25]
1.86[34, 70, 252, 139, 44, 25, 26, 23]
1.88[34, 70, 252, 139, 44, 25, 26, 23]
1.88[34, 70, 252, 139, 44, 25, 26, 23]
1.88[34, 70, 252, 139, 44, 25, 26, 23]
1.88[34, 70, 252, 139, 44, 25, 26, 23]
1.88[34, 70, 252, 139, 44, 25, 26, 23]
1.88[34, 70, 252, 139, 44, 25, 26, 23]
1.88[34, 70, 252, 139, 44, 25, 26, 23]
1.88[37, 74, 247, 135, 45, 25, 26, 24]
1.9[37, 74, 247, 135, 45, 25, 26, 24]
1.9[37, 74, 247, 135, 45, 25, 26, 24]
1.9[37, 74, 247, 135, 45, 25, 26, 24]
1.9[37, 74, 247, 135, 45, 25, 26, 24]
1.9[37, 74, 247, 135, 45, 25, 26, 24]
1.9[37, 74, 247, 135, 45, 25, 26, 24]
1.9[37, 74, 247, 135, 45, 25, 26, 24]
1.9[40, 70, 254, 138, 50, 27, 25, 24]
1.92[40, 70, 254, 138, 50, 27, 25, 24]
1.92[40, 70, 254, 138, 50, 27, 25, 24]
1.92[40, 70, 254, 138, 50, 27, 25, 24]
1.92[40, 70, 254, 138, 50, 27, 25, 24]
1.92[40, 70, 254, 138, 50, 27, 25, 24]
